question,answer
When did Tunisie Telecom update its international tariffs for Fixed Foyer customers as per the document?,"A partir du 1er Mai 2025, TUNISIE TELECOM met à jour la tarification vers l’international pour les Clients Fixe foyer, les modifications consistent à :"
"What were the updated international call tariffs to Zone 1 (U.M.A.) for Fixed Foyer customers from May 1, 2025?",Zone Tarif en DT TTC vers Fixe Tarif en DT TTC vers Mobile​ Zone 1 : (U.M.A.) 1.305 ​1.305
"What were the updated Fixed Foyer international call tariffs to Zone 1B (e.g., USA, Canada) from May 1, 2025?",Zone 1 B : USA / Australie / Canada /Brésil 0.450 0.720​
"From May 1, 2025, what were the Fixed Foyer international call tariffs to Zone 2 countries (e.g., France, Germany)?","Zone 2 : France, Belgique, Allemagne, Italie, Pays-Bas, Portugal, l'Espagne, la suisse 0.225 0.225​"
Where can customers find more information about the (now discontinued) postpaid fixed line service?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre Espace TT ou appeler le 1298.
What kind of assistance was provided for the postpaid fixed line offer?,Besoin d'aide ?
How did the prepaid fixed line allow users to manage their telephone consumption?,"Avec votre fixe prépayé, vous définissez à l’avance votre seuil de consommation téléphonique par l’acquisition de la carte de recharge fixe ou la recharge électronique avec le montant qui vous convient."
What were the advantages of the prepaid fixed line offer?,AVANTAGES : Rationaliser votre communication téléphonique. Planifier votre budget alloué à la consommation téléphonique. Consulter votre solde après chaque communication téléphonique. Bénéficier du service ADSL.
Is the prepaid fixed line offer currently commercialized?,COMMENT BÉNÉFICIER DE CETTE OFFRE ? Cette offre n’est pas commercialisée actuellement.
"As of September 1, 2022, what was the monthly subscription fee for the prepaid fixed telephone service and its inclusions?","« A partir du 1 er septembre 2022 , le montant de la redevance d'abonnement au service de la téléphonie fixe est de 10 DT/TTC , déduit toujours de votre compte au début de chaque mois. Tunisie Telecom offre gratuitement 3H de communications vers tous les réseaux en Tunisie et le fixe de l'Europe ( le fixe de la France, Belgique, Allemagne, Italie, Pays-Bas, Portugal, l'Espagne et la suisse) ."
Was the one hour of off-peak calls to fixed lines still valid and included in the new monthly subscription fee for prepaid fixed lines?,"L'heure de communications par mois, vers le Fixe en heure creuse, tous les soirs de 19h00 à 07h00 du matin, et toute la journée de Dimanche, est toujours valable. Cette heure est incluse dans la nouvelle redevance mensuelle d'abonnement. »"
What were the connection and transfer fees for a prepaid fixed line?,Frais de raccordement 39.9 Redevance de transfert 39.9
"From May 1, 2025, what were the updated international call tariffs for prepaid Fixed Foyer customers to Zone 3A countries (e.g., Denmark, Greece)?","Zone 3 A : Andorra, Belarus, Bulgaria, Cyprus, Czech Rep, Denmark,Estonia,Greece,Greenland,Hawaii,Iceland,Ireland,Liechtenstein,Mexico,Monaco , Norvège, Poland, Romania , Russia,, Slovakia, Suède 0,450 0.540​"
"What were the updated Fixed Foyer international call tariffs to Zone 3B countries (e.g., Austria, Finland) for prepaid lines from May 1, 2025?","Zone 3 B : Alaska ; Albanie ; Antigue ; Autriche, Belize ; Bosnie ; British virgin Islands ; Croatie, Finlande ; Luxembourg ;, Macédoine ; Moldavie, Monténégro ; Antilles Néerlandaises, Serbie ; Slovenie ;,Ukraine 0.675 ​0.800"
"For prepaid Fixed Foyer customers, what were the international call tariffs to Zone 4A (e.g., China, India) from May 1, 2025?","​Zone 4 A : Afghanistan, Angola, Anguilla, Argentina, Armenia, Bahrain, Bangladesh, Bhutan, Bolivia, Botswana, Brunei, Cambodia, Cameroon, Cape Verde, Chile, China, Colombia, Ecuador, Egypt, Eritrea, Eswatini, Ethiopia, Georgia, Guiana, India, Indonesia, Iran,Iraq, Jordan, Kazakhstan, Kenya, Korea South, Kuwait, Kyrgyzstan, Laos, Lebanon, Malaysia, Maldives, Mauritius, Mongolia, Namibia, Nepal, New Zealand, Nigeria, Oman, Pakistan, Palestine, Peru, Philippines, Qatar, Saint Kitts Nevis, Saudi Arabia, Singapore, Sri Lanka, Thailand, Turkey, Uruguay, Uzbekistan, Venezuela, Vietnam, Yemen, Japon ​0.720 0.900​"
"What were the updated prepaid Fixed Foyer international call tariffs to Zone 4B (e.g., South Africa, UK) from May 1, 2025?","​Zone 4 B : Ascension, Azerbaijan, Benin, Burkina Faso, Burundi, Central African, Chad, Comoros, Congo, East Timor, Fidji isl, Gabon, Gambia, Ghana, Guinea Equatorial, Guyana, Côte d'Ivoire, Kosovo, Lesotho, Liberia, Madagascar, Malawi, Mali, Marshall isl, Mayotte, Mozambique, Niger, Papua, Rwanda, Sao Tome, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, Sudan South, Surinam, Syria, Tajikistan, Tanzania, Togo, Tonga, Uganda, United Arab Emirates, United Kingdom, Zambia, Zimbabwe ​1.080 1.800​"
"From May 1, 2025, what were the prepaid Fixed Foyer international call tariffs to Zone 5 (Rest of the world)?",​Zone 5 : Reste du monde et destinations VAS 2.700​ 2.700​
"What were the updated international call tariffs to Zone 6A (Satellite) for prepaid Fixed Foyer customers from May 1, 2025?",​Zone 6A : Destination satellitaire ​9.000 9.000​
"What were the updated prepaid Fixed Foyer international call tariffs to Zone 6B (Inmarsat/Iridium) from May 1, 2025?",​Zone 6B : Inmersat / Iridium 15.300​ 15.300​
Where could customers find more information about the (now discontinued) prepaid fixed line service?,POUR PLUS DE RENSEIGNEMENT : Merci de Consulter votre Espace TT ou appeler le 1298.
What support was available for the prepaid fixed line offer?,Besoin d'aide ?
What is Mobirif and for which areas is it intended?,Fixe & internet Offres Mobirif est une offre dédiée aux zones rurales qui permet au client d'utiliser son téléphone mobile avec une mobilité réduite tout en bénéficiant des tarifs avantageux du fixe.
How does prepaid Mobirif help manage telephone consumption?,Le mobirif prépayé vous permet de gérer au mieux votre budget de consommation téléphonique.
"What are the advantages of the prepaid Mobirif offer, such as billing, budget control, and service features?",AVANTAGES : Absence de facture. La maîtrise du budget téléphonique. La consultation du solde. L’utilisation des cartes de recharges en vigueur dans le réseau GSM prépayé. La mobilité à l’Intérieur de la zone rurale sans frais supplémentaires. Des services modernes de la téléphonie mobile prépayée (services de base et services optionnels).
What is required to benefit from the Mobirif offer?,"COMMENT BÉNÉFICIER DE CETTE OFFRE : Pour bénéficier du Mobirif, Il est nécessaire que votre zone soit couverte par le réseau MobiRif."
Where can one get more information about prepaid Mobirif?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre agence commerciale ou appelez le 1198.
Is assistance provided for the prepaid Mobirif offer?,Besoin d'aide ?
What does the postpaid Mobirif offer allow customers in rural zones to do?,Fixe & internet Offres Le MOBIRIF est une offre dédiée aux zones rurales qui permet au client d'utiliser son téléphone mobile avec une mobilité réduite tout en bénéficiant des tarifs avantageux du fixe .Avec le mobirif postpayé vous communiquer sans limite.
"What are the advantages of the postpaid Mobirif offer, such as accessibility, mobility, services, and tariffs?",AVANTAGES : Accès à la téléphonie même dans les zones rurales. Mobilité. Des services modernes de la téléphonie mobile (services de base et services optionnels). Des tarifs abordables de la téléphonie fixe.
"What is a prerequisite for subscribing to the Mobirif service, and how can one subscribe?","COMMENT BÉNÉFICIER DE CETTE OFFRE ? Pour bénéficier du Mobirif la couverture réseau mobirif de votre zone d’habitation est nécessaire. Pour vous abonner au service Mobirif, merci de consulter votre agence commerciale ou s'abonner en ligne via notre espace client."
"What are the connection, transfer, and reinstatement fees for postpaid Mobirif?",TARIFS Redevances Tarif (TTC) Redevance de raccordement 20.000 Redevance de transfert 20.000 Rétablissement suite résiliation 20.000
Where can customers find more information about postpaid Mobirif?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre agence commerciale ou appeler le 1198.
What help is available for the postpaid Mobirif offer?,Besoin d'aide ?
What types of online activities can the fixed internet options simulator help assess for a single user?,Fixe & internet Options & Services Utilisateur(s) 1 Utilisateur Navigation Web Gaming Musique Videos
What is a necessary verification step before opting for the BOX 5G TT offer?,*Vérifiez votre éligibilité à l’offre BOX 5G TT auprès de votre Espace TT le plus proche.
What kind of assistance is offered regarding the fixed internet options simulator?,Besoin d'aide ?
What is the 'e-Facture' service offered by Tunisie Telecom and is it free?,"QU'EST-CE QUE LE SERVICE E-FACTURE ? « e-Facture» est un service GRATUIT, permettant aux clients de Tunisie Telecom de recevoir leurs factures sous format électronique."
Which residential customers with bills are eligible for the 'e-Facture' service?,"A QUI EST-IL DESTINÉ ? Le service « e-Facture » est destiné à tous les clients résidentiels à facture : fixe, mobile et clé."
"How can customers sign up for the 'e-Facture' service, and what information is required?","COMMENT PROFITER DE L'E-FACTURE ? C'est Simple , Rapide et écologique : Il vous suffit d'accéder au portail TT, de cliquer sur l'icône e-Facture et de suivre les étapes : Saisissez votre numéro d'appel : le numéro objet de facturation Si votre numéro est un numéro fixe ou un numéro de Clé 4G/3G : saisissez le code client y afférent. Si votre numéro est un numéro mobile : saisissez le code reçu par SMS. Saisissez l'adresse mail sur laquelle vos souhaiter recevoir votre (vos) facture(s)."
What is the final step to complete 'e-Facture' registration and ensure correct email delivery?,"Validez le mail reçu pour finaliser votre inscription * Une fois votre inscription est finalisée, vous recevrez votre/vos facture(s) sur votre adresse électronique. *Cette étape sert à s'assurer que l'adresse email saisie est correcte et qu'elle est bien à la propriété du client qui l'a inséré."
Is help provided for the 'e-Facture' service?,Besoin d'aide ?
What is the 'SMS Facture' service for fixed line customers?,"Fixe & internet Options & Services Vous désirez être notifié en temps réel de l’édition de votre facture téléphonique Fixe ? Vous voulez éviter la suspension de votre ligne téléphonique ? Avec le nouveau service « SMS Facture », vos souhaits deviennent réalité. En effet, ce service vous permet d’être notifié par SMS de l’édition de votre facture et vous offre la possibilité de la payer avant même sa réception physique."
What are the advantages of using the 'SMS Facture' service?,LES AVANTAGES DE CE SERVICE : Payer votre facture à temps. Eviter le déplacement à l’agence commerciale. Eviter la suspension de la ligne téléphonique.
"How can a customer subscribe to the 'SMS Facture' service, and is it free?","COMMENT SOUSCRIRE À CE SERVICE ? La souscription à ce service est gratuite, Il suffit d’envoyer un SMS au numéro court 85717 contenant les informations suivantes : Code client (espace) N°GSM (espace) N° Fixe"
Can customers provide a contact GSM number from other operators for the 'SMS Facture' service?,"NB : vous pouvez fournir le numéro GSM de contact de votre choix (Tunisie Telecom, Elissa ou autres opérateurs)."
What assistance is available for the 'SMS Facture' service?,Besoin d'aide ?
What does Tunisie Telecom's 'Suivi Conso' service for fixed lines allow customers to do?,"Fixe & internet Options & Services Afin de mieux répondre à vos besoins, Tunisie Telecom met à votre disposition un nouveau service qui vous permet de suivre votre consommation du forfait et hors forfait via un mode simple et efficace."
What are the benefits of using the 'Suivi Conso' service?,AVANTAGES Suivre la consommation du forfait et hors forfait à distance et instantanément. Un service gratuit. Gérer le compte Fixe Post payé depuis un GSM TT.
How does a customer register their fixed line for the 'Suivi Conso' service using a TT GSM?,"COMMENT VOUS INSCRIRE ? Vous désirez activer Le service suivi conso, vous êtes invité à enregistrer votre mot de passe pour l’authentification de votre ligne fixe à travers la commande USSD suivante : *132*2*N° fixe *4 derniers digits du code client* mot de passe#"
"Once registered, how can a customer check their fixed line consumption using 'Suivi Conso' via USSD?","Après avoir enregistré le mot de passe depuis le GSM TT, Le suivi Conso peut se faire en toute sécurité en utilisant la commande USSD suivante : *132*1*numéro de La ligne Fixe*un mot de passe #"
Which residential fixed postpaid customers can benefit from the 'Suivi Conso' service?,"QUI PEUT PROFITER DE CE SERVICE ? Tous les clients post payé du fixe résidentiel (Millenium post-payé, post-payé classique, illimifree, Forfix post-payé, Fixi post-payé, Rapido)."
Where can customers get more information about the 'Suivi Conso' service?,Pour plus d'informations veuillez contacter notre Service Client aux : 1298 (0.050 DT/appel) ou Rendez-vous à l’Espace TT le plus proche de chez vous.
What kind of support is offered for the 'Suivi Conso' service?,Besoin d'aide ?
What is the CLIP service for postpaid fixed telephony?,Fixe & internet Options & Services Le CLIP est un service supplémentaire de la téléphonie fixe post payée qui vous permet de visualiser le numéro de l’appelant.
What are the advantages of using the CLIP service?,AVANTAGES : Reconnaître l’identité de votre correspondant avant de décrocher. Vous préparer à accueillir votre correspondant. Eviter les appels malveillants.
Which customers can access the CLIP service and what equipment is needed?,ACCÈS : Ce service est disponible pour les clients post payés et FIXI de Tunisie Telecom Il est nécessaire de disposer d’un poste téléphonique avec écran ou d'un afficheur rattaché à votre poste afin de visualiser le numéro de votre correspondant
How can customers get the CLIP service?,"Pour bénéficier du CLIP, il vous suffit de contacter votre agence commerciale."
"What is the monthly subscription fee for CLIP, and what is the cost of an afficheur if available?",TARIF : Frais d'abonnement : 1 Dinar par mois Afficheur : 20 Dinars (selon la disponibilité)
Where can customers get more information about the CLIP service?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre agence commerciale ou appeler le 1198.
Is there support available for the CLIP service?,Besoin d'aide ?
What is the 'Lamma' service offered by Tunisie Telecom for fixed lines?,"Avec le nouveau service « Lamma » de Tunisie Telecom, les retrouvailles avec la famille et les amis se font désormais sur votre téléphone fixe ! En souscrivant GRATUITEMENT au service « Lamma », Tunisie Telecom vous offre la possibilité de discuter avec deux correspondants en même temps en toute simplicité."
Which fixed line subscribers can use the 'Lamma' (conference call) service?,A QUI S’ADRESSE CE SERVICE ? Ce service est valable pour les abonnés du fixe postpayé* et IllimiFree de Tunisie Telecom.
How does a user initiate a 'Lamma' (3-way conference) call?,"COMMENT FONCTIONNE LE SERVICE """" LAMMA"""" ? Etablir la communication avec le premier correspondant et lui demander de ne pas raccrocher. Raccrocher et décrocher le téléphone (en une fraction de seconde), puis établir la communication avec le deuxième correspondant. Raccrocher et décrocher le téléphone (en une fraction de seconde) puis appuyer sur la touche 3. Ça y est ! Vous êtes en conférence à 3 !"
How can customers subscribe to the 'Lamma' service?,"COMMENT SOUSCRIRE À CE SERVICE ? Pour accéder au service « Lamma », il suffit de contacter l'agence commerciale Tunisie Telecom la plus proche de chez vous."
Is the 'Lamma' service (or its equivalent 'Conférence à 3') available for business lines?,"* Ce service est également disponible pour les les lignes Entreprise postpayées et Coporate Liberty sous le nom de """"Conférence à 3""""."
What assistance is offered for the 'Lamma' service?,Besoin d'aide ?
What new method has Tunisie Telecom introduced for recharging Fixed Prepaid and Capped lines?,"Fixe & internet Options & Services Afin de mieux répondre à vos besoins, Tunisie Telecom simplifie la recharge du Fixe Prépayé et plafonné, et met à votre disposition un nouveau mode de recharge simple et efficace."
What are the advantages of the new USSD recharge method for Fixed lines?,AVANTAGES : Plus de souplesse pour recharger votre compte. Recharger votre compte à distance.
How does a customer recharge their Fixed line account using a TT or Elissa GSM line via USSD?,"MÉTHODE DE RECHARGE : Pour recharger votre compte, il suffit d’introduire ce code depuis n’importe quelle GSM TT ou Elissa : *132*N° de la carte de recharge *N° Fixe #​ puis ok."
How can customers get more information about the USSD fixed line recharge?,COMMENT NOUS CONTACTER ? Pour plus d’information : Appelez notre Centre de Contact Client au 1298 (50 mil/appel) Rendez-vous à l’Espace TT le plus proche de chez vous
Is help available for the USSD fixed line recharge service?,Besoin d'aide ?
What is the 'Appel en Attente' (Call Waiting) service for fixed lines?,"Fixe & internet Options & Services Quand vous êtes déjà en communication, si un correspondant essaie de vous joindre, vous êtes prévenu par un « BIP», vous pouvez prendre cet appel et puis passer d’un correspondant à l’autre."
What are the benefits of the 'Appel en Attente' service?,AVANTAGES : Vous êtes toujours joignable. Vous ne perdrez aucun appel en mettant un des correspondants en attente et en communiquant avec l’autre.
"Which fixed line customers can benefit from the 'Appel en Attente' service, and how can they get it?","COMMENT BÉNÉFICIER DE CE SERVICE : Ce service est disponible pour les clientèles de la téléphonie fixe post payé, IllimiFix, IllimiFree, Millénium prépayé et Millénium post payé. Pour bénéficier de ce service il vous suffit de contacter votre agence commerciale."
"When 'Appel en Attente' is active, what options does the user have when a second call comes in?","MODE D'UTILISATION : Le service appel en attente étant activé, vous avez trois choix : Prendre le deuxième appel en quittant définitivement le premier appel en appuyant sur la touche R, attendez la tonalité puis appuyez sur 1. Mettre en attente le premier appel et prendre le deuxième appel en appuyant sur la touche R, attendez la tonalité puis appuyez sur 2. Ignorer le deuxième appel et continuer votre conversation."
What is the cost of the 'Appel en Attente' service for different fixed line customers?,"TARIF : Ce service est gratuit pour toute la clientèle de la téléphonie Fixe IllimiFix, IllimiFree, Millénium prépayé et Millénium post payé. Frais d'abonnement : 1 dinar par mois Activation : gratuite"
Where can one get more information about the 'Appel en Attente' service?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre agence commerciale ou d'appeler 1198.
Is support offered for the 'Appel en Attente' service?,Besoin d'aide ?
What does the Call Transfer service for fixed lines from Tunisie Telecom allow users to do?,Fixe & internet Options & Services Restez tout le temps joignable avec le service transfert d'appel de Tunisie Telecom. Le transfert d'appel vous permet de diriger les appels reçus sur votre téléphone fixe vers le téléphone de votre choix (fixe ou mobile).
"What indicates that call transfer is active on a fixed line, and can outgoing calls still be made?","Après activation de ce service, la tonalité de votre poste changera pour vous indiquer que vos appels seront transférés sur une autre ligne, mais vous pouvez toujours appeler à partir de votre poste."
What is the primary advantage of using the call transfer service for fixed lines?,AVANTAGE : Avec le service transfert d’appel Vous êtes toujours joignable. Vous ne perdrez aucun appel puisque vos appels vous suivent là où vous le souhaitez.
How can customers obtain the call transfer service for their fixed line?,"COMMENT BÉNÉFICIER DE CE SERVICE ? Pour bénéficier du transfert d'appel, merci de consulter votre agence commerciale. Vous pouvez également vous abonner en ligne via votre espace client."
What is the procedure to activate call transfer on a fixed line?,"MODE D'UTILISATION : Pour activer le transfert d'appel. Décrochez et composez : * 21 * Numéro choisi pour le transfert puis # Si vous n’obtenez pas une tonalité continue, raccrochez et répétez l’opération."
How can a user verify the number to which calls are being transferred on their fixed line?,"Pour vérifier le numéro programmé pour le transfert: Décrochez et composez : *#21* Numéro choisi initialement puis # Si vous n’obtenez pas une tonalité continue, raccrochez et répétez l’opération."
What is the procedure to deactivate call transfer on a fixed line?,"Pour désactiver le transfert d'appel: Décrochez et composez : #21# Si vous n’obtenez pas une tonalité continue, raccrochez et répétez l’opération."
What are the monthly subscription and activation fees for the fixed line call transfer service?,TARIFS : Frais d'abonnement : 500 millimes par mois. Frais d'activation : 140 millimes par activation .
Where can customers find more information about the fixed line call transfer service?,POUR PLUS DE RENSEIGNEMENT : Merci de consulter votre Espace TT ou d'appeler le 1298.
What kind of assistance is available for the fixed line call transfer service?,Besoin d'aide ?
What is the advantage of the automatic alarm (Réveil automatique) service for fixed lines?,"AVANTAGE : Avec ce service, vous pouvez programmer vous-même et à partir de votre téléphone l’heure de réveil qui vous convient."
Which fixed line customers can use the automatic alarm (Réveil automatique) service?,COMMENT BÉNÉFICIER DE CE SERVICE : Le réveil automatique est un service disponible exclusivement pour la clientèle de la téléphonie fixe post payée.
How does a customer activate the automatic alarm (Réveil automatique) on their fixed line?,"Pour activer le Réveil automatique : Décrochez et composez : *55*HH:MN# si vous n’obtenez pas une tonalité continue, raccrochez et répétez l’opération. PS : l'heure de réveil est composée de 4 chiffres. HH en référence à l’heure et MN en référence aux minutes."
How can a customer verify the programmed alarm time (Réveil automatique) on their fixed line?,"Pour vérifier l’heure programmée : Décrochez et composez : *#55*HH:MM# En obtenant une tonalité continue, vous êtes sûr d’avoir repris l’heure de réveil programmée initialement, sinon, vous avez composé une autre programmation d’horaire."
How does a customer deactivate the automatic alarm (Réveil automatique) on their fixed line?,"Pour désactiver le réveil automatique : Si vous souhaitez annuler l’heure de réveil programmée initialement décrochez et composez : #55*HH:MM# Si vous n’obtenez pas une tonalité continue, raccrochez et répétez l’opération."
What are the subscription and activation fees for the automatic alarm (Réveil automatique) service?,TARIF : Frais d'abonnement : gratuit Frais d'activation :140 millimes par activation
Where can one find more information about the automatic alarm (Réveil automatique) service?,POUR PLUS DE RENSEIGNEMENTS : Merci de consulter votre agence commerciale ou d'appelez le 1198.
What support is offered for the automatic alarm (Réveil automatique) service?,Besoin d'aide ?
What is the new fixed line voicemail service launched by Tunisie Telecom?,"Fixe & internet Options & Services Afin de mieux répondre à vos besoins, Tunisie Telecom lance le service messagerie vocale Fixe. Vous êtes indisponible ou injoignable? Ecoutez vos messages vocaux, quand vous voulez et là où vous êtes !"
How can fixed line voicemail messages be accessed?,Consulter vos messages à partir de votre Fixe ou depuis n’importe quelle autre ligne Fixe ou Mobile.
When does the fixed line voicemail system take calls?,"Le système de messagerie vocale, prend en charge vos appels après 6 sonneries lorsque vous êtes absent ou occupé."
What numbers can be called to access fixed line voicemail messages domestically and internationally?,"La consultation de vos messages peut se faire à partir de chez vous en composant le N° 1700 ou à distance depuis un Mobile ou depuis une autre ligne Fixe, il suffit d’appeler le N° 71001700 en national ou le numéro +216 71 711700 si vous êtes à l’étranger."
Is it possible to access fixed line voicemail messages via a website?,Vous pouvez accéder à vos messages vocaux depuis notre site web au http://messagerie.tunisietelecom.tn
Can users secure and personalize their fixed line voicemail?,Vous pouvez aussi sécuriser votre boite vocale par un mot de passe et la personnaliser par un message d’accueil.
Which subscribers can use the fixed line voicemail service?,A QUI S’ADRESSE CE SERVICE ? Ce service est destiné à tous les abonnés de la Téléphonie fixe résidentielle et entreprises.
"What are the advantages of the fixed line voicemail service (equipment, call loss, consultation cost, message storage)?",AVANTAGES : Un service de Messagerie vocale sans équipement supplémentaire. Plus de soucis de perte de vos appels. Consultation gratuite de vos messages à domicile ou à distance. Ecouter librement vos messages. Conservation gratuite des messages.
How can customers get more information about the fixed line voicemail service?,COMMENT NOUS CONTACTER ? Pour plus d’information : Appelez notre Centre de Contact Client au 1298 (50 mil/appel) Rendez-vous à l’Espace TT le plus proche de chez vous
Is there help available for the fixed line voicemail service?,Besoin d'aide ?
What is the annual tariff for a red list (unlisted number) registration in the directory?,Inscription sur liste rouge par an 12.000
What is the tariff for an additional red list registration?,Inscription supplémentaire sur liste rouge 4.000
What is the fee for ceding (transferring ownership of) a telephone line?,Cession d'une ligne téléphonique 10.000
What is the cost for changing a name or company name associated with a line?,Changement d'un nom ou raison sociale 4.000
What is the tariff for changing a phone number?,Changement du numéro d'appel 3.000
What is the fee for suspending the use of a line for 3 months?,Suspension de l'utilisation d'une ligne (3 mois) 2.000
Is assistance provided regarding contractual modifications and their tariffs?,Besoin d'aide ?
How is the electronic key (Clé électronique) service activated and deactivated for fixed lines?,Service Activation Vérification Désactivation Clé électronique *33*code secret en 4 chiffres puis # -- #33*code secret en 4 chiffres puis #
"What are the activation, verification, and deactivation codes for Call Transfer on fixed lines?",Transfert d'appel *21*numero choisi pour le transfert puis # *#21*numero choisi initialement puis # #21#
"How is the Automatic Alarm (Réveil automatique) service managed on fixed lines (activation, verification, deactivation)?",Réveil automatique *55*HH:MM# *#55*HH:MM# #55*HH:MM#
"What are the codes for activating, verifying, and deactivating the Hot Line service on fixed lines?",Hot line *53*numero choisi pour la hot line puis # *#53* numero choisi puis # #53*
How can a customer get the CLIP (Caller ID) service for their fixed line?,Clip Contacter votre agence commerciale ou s'abonner en ligne -- --
How is the Call Waiting (Appel en attente) service obtained for a fixed line?,Appel en attente Contacter votre agence commerciale ou s'abonner en ligne -- --
Is support offered for these fixed line access codes and services?,Besoin d'aide ?
"What is Play VOD by TT and what kind of content does it offer, including exclusives?",Divertissement Musique & VOD Qu’est-ce Play VOD by TT ? Play VOD by TT : Une plateforme de streaming permettant l’accès à un catalogue de contenu local et international ainsi que des Show TV Exclusivité TT : Accès au live streaming de la chaine TF1 Séries Films
What is the URL to access the Play VOD by TT service?,Le service est accessible via l’URL : https://www.playvodbytt.com/
What are the main content categories available on Play VOD by TT?,Le catalogue Play VOD comporte une large variété de contenu réparti en rubriques Films arabes Films internationaux Séries TV Shows
How does a customer subscribe to Play VOD by TT via the portal?,La souscription au service Play VOD by TT se fait via le portail https://www.playvodbytt.com/ Choisissez votre abonnement Saisissez votre numéro de mobile et vous recevrai un code de vérification
What does a customer receive after successfully subscribing to Play VOD by TT?,"Une fois la souscription effectuée, un SMS de bienvenue avec le lien pour accéder au portail, login et mot de passe vous parviendra."
Is the Play VOD by TT subscription automatically renewed?,L’abonnement Play VOD by TT est renouvelable automatiquement
How can a customer unsubscribe from Play VOD by TT (weekly and daily options)?,La désinscription se fait gratuitement en envoyant au numéro court 85520 La commande ‘’STOP W’’ : Désabonnement hebdomadaire La commande ‘’STOP D’’ : Désabonnement quotidien
In which languages is Play VOD by TT available?,Play VOD by TT est disponible en Arabe et Français
"What is the daily subscription cost for Play VOD by TT, and is there a trial period?","Abonnement Journalier : 0,500 DT/Jour avec 1 jour Gratuit pour tous nouveaux abonnés à partir de la date de la première souscription"
"What is the weekly subscription cost for Play VOD by TT, and is there a trial period?","Abonnement hebdomadaire : 3,500 DT/Jour avec 3 jours Gratuits pour tous nouveaux abonnés à partir de la date de la première souscription au service"
Is it free to deactivate the Play VOD by TT service?,La désactivation est gratuite (STOP au 85520)
What kind of assistance is available for Play VOD by TT?,Besoin d'aide ?
What is the 'DIWAN SPORT' service?,Divertissement Musique & VOD En quoi consiste le service « DIWAN SPORT » ? Diwan Sport est une plateforme de streaming live Tunisienne qui offre en exclusivité les matchs de Football Tunisien (Championnat & coupe)
How can users access DIWAN SPORT?,DIWAN SPORT est accessible via : Portail : https://diwansport.com/ Application mobile disponible sur playStore et AppStore.
Who is the DIWAN SPORT service intended for?,A qui est destiné le service « DIWAN SPORT »? Le Service DIWAN SPORT est destiné à toute la clientèle mobile de Tunisie Telecom
"How does a customer subscribe to the general DIWAN SPORT service via USSD, and what do they receive?","La souscription au service DIWAN SPORT se fait via : le menu USSD *352*1# : Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec le lien pour accéder au portail et le mot de passe En accèdent au lien https://diwansport.com/tt"
"Is the DIWAN SPORT subscription automatically renewed, and how can one unsubscribe?",L’abonnement au service DIWAN SPORT est renouvelable automatiquement La désinscription se fait gratuitement en composant le code *352*4#
"How does a customer subscribe to the 'TARAJI DIWAN SPORT' service via USSD, and what information is sent upon subscription?","« TARAJI DIWAN SPORT La souscription au service TARAJI DIWAN SPORT se fait via : o le menu USSD *352*2# Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec : • Le lien pour accéder au portail • le mot de passe o En accèdent au lien https://diwansport.com/est"
"Is the 'TARAJI DIWAN SPORT' subscription auto-renewed, and how can one unsubscribe?",L’abonnement au service TARAJI DIWAN SPORT est renouvelable automatiquement La désinscription se fait gratuitement en composant le code *352*4#
"How does a customer subscribe to the 'CSS DIWAN SPORT' service via USSD, and what details are provided after subscription?","« CSS DIWAN SPORT » La souscription au service CSS DIWAN SPORT se fait via : o le menu USSD *352*3# Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec : • Le lien pour accéder au portail • le mot de passe o En accèdent au lien https://diwansport.com/css"
"Does the 'CSS DIWAN SPORT' subscription renew automatically, and how is unsubscribing done?",L’abonnement au service CSS DIWAN SPORT est renouvelable automatiquement La désinscription se fait gratuitement en composant le code *352*4#
What is the daily subscription cost for the general 'DIWAN SPORT' service?,Le service « DIWAN SPORT » est disponible via un abonnement journalier à 0.450 DT renouvelable automatiquement
What is the daily subscription cost for the 'Offre club' (Taraji/CSS) DIWAN SPORT service?,Le service « Offre club » est disponible via un abonnement journalier à 0.250 DT renouvelable automatiquement
Is there a welcome offer for new TT subscribers to DIWAN SPORT?,Offre de Bienvenue 1 JOUR gratuit pour tous les nouveaux abonnés TT à partir de la date de la première souscription au service
What help is provided for the DIWAN SPORT service?,Besoin d'aide ?
What is 'Raksha by TT' and what kind of content does it offer?,"Divertissement Musique & VOD EN QUOI CONSISTE LE SERVICE « RAKSHA BY TT » ? Raksha by TT est une plateforme de streaming VOD qui vous permet de regarder en illimité une variété de films, de séries et des documentaires du monde entier répartis sous différentes catégories : Comédie – Action – Romance – Thriller – Drame – Horreur - Kids."
How can users access 'Raksha by TT'?,Raksha by TT est accessible via : Portail : https://raksha.tn Application mobile disponible sur playStore et AppStore.
